,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED,YEAR
601,Incarnate Word,Slnd,25,12,100.7,113.7,0.1993,51.4,51.5,18.6,16.6,22.2,32.4,43.6,38.9,48.2,51.8,37.8,33.7,73.1,-13.2,,,2017
602,Lamar,Slnd,30,19,102.4,108.2,0.3458,51.0,51.9,19.5,21.0,31.2,29.4,40.3,42.2,49.3,53.1,35.8,32.9,69.2,-10.7,,,2017
603,McNeese St.,Slnd,26,7,95.6,110.2,0.1628,47.5,50.6,19.8,17.9,25.4,36.2,34.4,39.1,46.2,49.7,33.4,35.1,71.6,-16.0,,,2017
604,Nicholls St.,Slnd,27,14,100.3,112.4,0.2132,49.5,55.6,20.4,20.4,26.8,37.6,35.8,33.5,49.0,51.7,33.5,41.7,71.0,-11.9,,,2017
605,Northwestern St.,Slnd,25,13,100.0,112.5,0.2056,50.1,53.9,20.8,19.2,29.6,32.4,41.0,39.4,47.9,52.5,36.3,37.8,72.3,-12.0,,,2017
606,Sam Houston St.,Slnd,30,21,95.8,102.9,0.3053,47.1,50.0,19.3,22.2,31.6,27.4,36.3,48.2,47.7,48.8,30.6,34.7,71.6,-8.6,,,2017
607,Southeastern Louisiana,Slnd,30,16,96.3,103.1,0.3141,50.2,49.0,22.8,21.6,35.0,30.8,37.0,39.6,48.3,47.6,36.1,34.5,68.8,-11.9,,,2017
608,Stephen F. Austin,Slnd,30,18,95.4,102.9,0.2943,49.2,52.1,24.8,22.9,34.7,28.4,40.6,44.4,50.3,52.0,31.4,34.9,67.6,-9.5,,,2017
609,Texas A&M Corpus Chris,Slnd,33,24,102.3,102.3,0.502,51.3,51.6,18.8,23.0,29.3,31.1,37.1,41.2,52.1,51.3,32.8,34.6,69.6,-6.5,,,2017
610,Denver,Sum,30,16,105.5,109.4,0.396,54.8,51.4,19.4,15.5,28.8,24.7,34.6,39.1,52.1,50.0,40.2,35.8,68.1,-9.4,,,2017
611,Fort Wayne,Sum,30,20,107.1,106.7,0.511,56.4,53.5,17.8,17.8,28.8,24.6,25.8,32.3,54.9,49.9,39.0,39.1,72.9,-6.9,,,2017
612,IUPUI,Sum,30,14,105.4,109.1,0.4022,51.6,54.4,16.8,19.0,29.6,29.4,33.2,43.3,48.5,54.1,37.8,36.6,70.9,-11.3,,,2017
613,Nebraska Omaha,Sum,31,18,106.8,108.0,0.4684,52.3,54.0,18.3,19.3,28.9,31.3,40.6,33.7,49.0,53.0,38.4,37.0,75.1,-7.2,,,2017
614,North Dakota St.,Sum,28,19,102.7,104.5,0.4509,52.2,50.4,16.9,17.2,25.0,28.0,39.7,31.3,50.8,46.7,36.3,37.8,68.2,-6.0,,,2017
615,Oral Roberts,Sum,28,8,103.0,109.4,0.3327,49.6,54.7,16.7,16.1,25.0,29.4,30.6,32.0,47.9,51.8,35.4,39.6,70.7,-15.0,,,2017
616,South Dakota,Sum,32,22,102.8,102.9,0.4986,49.6,50.8,16.2,18.5,27.5,27.3,42.7,31.9,48.8,47.7,34.2,37.5,72.1,-5.7,,,2017
617,Western Illinois,Sum,26,8,96.7,107.9,0.221,50.4,51.2,18.4,13.8,18.9,25.4,29.0,40.7,45.1,46.2,38.7,41.5,70.0,-15.3,,,2017
618,Alabama A&M,SWAC,29,2,90.4,123.6,0.0266,44.3,53.7,19.8,14.0,29.3,36.2,39.5,33.7,45.6,53.2,27.5,36.3,65.7,-24.0,,,2017
619,Alabama St.,SWAC,30,8,90.2,114.1,0.0625,44.3,50.3,22.0,18.0,34.5,31.8,34.6,42.6,44.4,49.7,29.4,34.5,70.0,-19.2,,,2017
620,Alcorn St.,SWAC,29,18,94.1,106.7,0.1906,47.9,47.3,20.4,18.6,31.9,31.2,32.8,39.8,47.9,48.3,32.0,30.2,69.0,-9.7,,,2017
621,Arkansas Pine Bluff,SWAC,30,6,84.0,110.8,0.0396,46.0,52.2,25.9,23.5,29.9,35.4,32.8,58.5,42.9,54.3,34.4,32.6,69.0,-20.2,,,2017
622,Grambling St.,SWAC,30,15,94.7,112.9,0.1175,46.8,55.5,20.2,24.3,32.0,35.0,38.1,42.2,46.6,54.8,31.5,37.8,68.5,-13.6,,,2017
623,Jackson St.,SWAC,29,14,92.2,108.8,0.1295,44.2,49.6,18.5,19.8,34.0,28.7,33.7,48.4,44.0,49.6,29.8,33.1,65.6,-13.6,,,2017
624,Mississippi Valley St.,SWAC,32,7,94.6,118.8,0.0684,46.6,56.4,19.7,19.5,30.4,33.9,33.5,37.8,44.9,56.0,34.3,38.1,72.4,-18.2,,,2017
625,Prairie View A&M,SWAC,31,13,96.9,111.2,0.1705,48.6,52.9,18.8,21.7,24.7,35.0,35.4,49.5,46.4,52.2,34.9,36.2,69.7,-13.9,,,2017
626,Southern,SWAC,30,15,96.7,114.7,0.1225,47.8,48.4,19.8,17.2,34.2,33.7,42.8,37.8,47.6,48.3,32.1,32.4,69.8,-13.5,,,2017
627,Cal St. Bakersfield,WAC,32,25,100.4,92.1,0.7287,48.3,43.6,20.8,22.8,32.6,30.6,38.0,47.1,46.9,41.0,34.2,31.6,68.2,-3.4,,,2017
628,Chicago St.,WAC,29,6,91.3,110.7,0.0985,42.4,55.0,19.6,18.3,26.1,31.1,27.8,35.5,40.7,55.7,30.4,36.1,68.7,-18.4,,,2017
629,Grand Canyon,WAC,29,22,100.4,98.1,0.5685,48.4,47.8,18.2,20.9,29.1,27.9,42.1,31.6,47.8,47.3,33.0,32.5,70.4,-3.2,,,2017
630,Seattle,WAC,27,13,95.3,102.8,0.2955,50.5,47.6,20.6,19.0,20.6,31.1,36.2,35.1,50.3,47.6,33.9,31.7,69.1,-11.7,,,2017
631,UMKC,WAC,32,18,102.8,107.3,0.3779,50.6,52.6,19.7,20.0,27.1,32.2,38.4,41.7,47.3,53.4,36.9,34.1,72.0,-9.3,,,2017
632,UT Rio Grande Valley,WAC,29,10,99.7,112.0,0.2094,48.3,54.3,20.2,20.2,29.5,31.8,32.5,52.3,48.0,53.6,32.5,37.0,75.5,-16.5,,,2017
633,Utah Valley,WAC,31,17,99.5,98.6,0.527,50.9,47.7,20.4,17.4,23.8,24.7,37.3,35.2,52.9,47.1,32.3,32.6,74.3,-9.9,,,2017
634,BYU,WCC,34,22,108.2,99.5,0.7249,51.2,47.9,18.2,16.2,29.1,24.8,42.3,31.1,50.9,47.5,34.4,32.4,77.3,-2.4,,,2017
635,Loyola Marymount,WCC,29,15,101.6,102.2,0.4822,50.3,52.2,19.0,21.5,30.0,30.0,30.9,43.3,48.9,51.1,35.2,36.1,68.6,-7.2,,,2017
636,Pacific,WCC,32,11,98.8,105.5,0.3214,44.6,52.5,17.0,16.5,29.3,24.1,34.6,40.9,42.9,51.8,32.5,35.7,67.7,-12.6,,,2017
637,Pepperdine,WCC,30,9,101.6,113.1,0.226,49.4,56.8,18.0,15.7,26.1,29.2,29.5,28.9,46.9,53.1,37.5,42.0,70.2,-14.0,,,2017
638,Portland,WCC,31,11,97.5,106.7,0.2613,47.1,51.3,19.2,16.8,24.4,32.7,37.6,30.5,43.2,49.2,37.0,36.3,67.1,-13.3,,,2017
639,San Diego,WCC,30,13,98.5,107.5,0.2681,48.2,52.2,18.7,15.1,23.6,25.5,35.5,36.5,45.0,50.9,34.7,36.3,64.7,-10.0,,,2017
640,San Francisco,WCC,32,20,102.0,95.2,0.6882,52.3,47.8,18.3,19.4,26.5,27.1,27.2,33.9,52.5,46.4,34.7,33.8,70.5,-4.4,,,2017
641,Santa Clara,WCC,32,17,105.8,101.4,0.6211,52.4,51.8,15.9,19.0,18.3,24.5,24.0,35.2,47.9,49.3,38.3,38.0,64.2,-6.9,,,2017
642,Rhode Island,A10,35,25,111.1,94.1,0.8717,50.8,45.0,16.4,19.4,32.8,29.7,39.2,45.0,51.2,45.4,33.3,29.5,67.7,0.4,R32,11.0,2017
643,Duke,ACC,37,28,122.1,95.6,0.9436,54.8,47.4,16.3,17.3,31.7,29.8,39.3,31.2,53.5,48.9,37.9,29.3,69.7,8.6,R32,2.0,2017
644,Florida St.,ACC,35,26,115.4,95.2,0.9014,53.7,47.9,16.4,19.5,33.8,29.8,38.4,37.3,54.4,45.4,34.7,34.9,72.8,5.9,R32,3.0,2017
645,Louisville,ACC,34,25,117.6,91.5,0.9469,51.4,45.7,16.0,19.6,36.7,28.5,34.0,38.8,50.5,44.8,35.5,31.6,69.4,6.9,R32,2.0,2017
646,Notre Dame,ACC,36,26,119.3,96.4,0.9205,53.6,49.1,14.0,18.7,27.3,30.8,28.6,26.7,50.9,48.2,38.4,33.8,68.3,5.9,R32,5.0,2017
647,Virginia,ACC,34,23,111.8,86.9,0.9477,52.4,46.1,15.6,20.7,28.3,24.5,26.0,33.8,49.7,45.1,38.5,31.7,60.3,5.0,R32,5.0,2017
648,Cincinnati,Amer,36,30,115.2,92.1,0.9292,52.0,45.2,15.3,20.2,35.5,29.4,32.5,29.1,52.1,41.4,34.5,34.4,65.4,5.6,R32,6.0,2017
649,Michigan St.,B10,35,20,111.6,94.9,0.8661,54.0,46.7,20.5,15.9,29.2,27.3,33.5,34.7,52.9,44.1,37.3,34.6,68.1,0.4,R32,9.0,2017
650,Northwestern,B10,36,24,111.2,95.2,0.8564,49.7,46.1,16.0,17.9,30.8,30.6,30.5,36.1,48.8,44.0,34.2,33.3,66.9,2.0,R32,8.0,2017
651,Iowa St.,B12,35,24,120.0,96.2,0.9265,55.0,49.0,14.1,19.5,25.7,31.6,27.6,25.6,51.8,47.5,40.0,34.6,69.6,6.5,R32,5.0,2017
652,Villanova,BE,36,32,122.2,92.5,0.9611,57.5,48.1,17.1,20.1,30.2,27.8,35.0,22.1,59.2,49.1,36.9,31.1,65.6,11.1,R32,1.0,2017
653,Middle Tennessee,CUSA,35,31,111.2,96.6,0.8339,54.1,47.9,15.6,19.8,30.1,23.8,30.0,38.2,53.6,47.1,36.9,32.8,65.8,2.0,R32,12.0,2017
654,Wichita St.,MVC,35,31,117.2,92.2,0.9403,54.2,43.8,16.2,19.3,34.2,24.2,40.4,35.1,50.7,42.0,40.2,31.2,70.0,4.1,R32,10.0,2017
655,USC,P12,36,26,113.3,100.6,0.7966,52.2,50.1,15.7,17.9,31.0,31.4,36.8,24.0,51.0,47.2,36.2,36.8,70.1,1.3,R32,11.0,2017
656,Arkansas,SEC,36,26,114.9,99.8,0.8339,51.4,47.8,16.6,18.5,31.9,34.2,38.1,39.1,50.0,46.7,36.5,33.2,71.0,3.9,R32,8.0,2017
657,Saint Mary's,WCC,34,29,118.0,93.8,0.9334,57.8,45.3,17.5,15.3,33.1,21.9,27.8,26.6,56.9,45.4,39.4,30.0,61.2,3.9,R32,7.0,2017
658,Dayton,A10,31,24,111.6,97.0,0.8333,53.6,47.7,16.9,20.9,25.6,27.4,43.4,35.2,51.0,47.2,38.4,32.3,69.6,1.5,R64,7.0,2017
659,VCU,A10,35,26,108.1,95.9,0.7988,51.0,47.5,17.8,21.0,31.3,27.5,36.4,40.9,51.5,46.0,33.1,33.8,70.1,1.3,R64,10.0,2017
660,Miami FL,ACC,33,21,110.8,93.1,0.8804,51.0,47.6,19.5,18.3,33.4,28.2,34.3,28.7,49.8,46.6,35.6,33.0,64.6,2.9,R64,8.0,2017
661,Virginia Tech,ACC,33,22,118.4,102.5,0.8401,56.9,51.0,17.2,16.5,23.4,30.5,40.9,27.3,54.6,49.0,40.3,36.3,70.0,3.3,R64,9.0,2017
662,Vermont,AE,34,29,110.0,98.2,0.7864,55.3,48.6,17.0,19.6,29.8,27.1,34.3,26.5,55.5,46.9,36.7,34.9,65.8,0.7,R64,13.0,2017
663,SMU,Amer,35,30,120.0,94.1,0.9426,54.6,46.0,16.9,18.3,37.2,26.4,36.0,24.6,51.0,44.1,40.6,32.1,64.8,6.4,R64,6.0,2017
664,Florida Gulf Coast,ASun,31,26,107.8,103.4,0.6169,53.9,49.3,17.9,17.4,33.8,29.6,33.8,35.9,55.4,51.0,33.7,31.0,67.2,-1.7,R64,14.0,2017
665,Maryland,B10,32,24,113.4,97.9,0.8448,52.4,47.5,19.0,18.0,30.4,32.3,38.5,32.6,51.0,45.6,36.3,34.2,68.6,3.7,R64,6.0,2017
666,Minnesota,B10,34,24,109.3,92.9,0.8665,48.7,45.1,16.1,17.6,29.7,30.2,39.6,29.2,47.5,44.5,34.3,30.9,70.9,3.7,R64,5.0,2017
667,Kansas St.,B12,35,21,112.2,94.2,0.8818,52.7,49.6,19.1,22.1,29.5,32.3,41.1,33.4,51.8,45.5,36.2,38.2,67.2,1.7,R64,11.0,2017
668,Oklahoma St.,B12,32,20,126.8,102.3,0.9221,54.0,53.2,18.2,20.3,38.3,31.9,37.4,45.4,50.4,52.4,40.3,36.4,72.9,3.3,R64,10.0,2017
669,Creighton,BE,34,25,114.5,95.2,0.8931,57.6,49.9,17.1,19.3,24.2,29.6,27.9,29.3,56.4,50.2,39.8,33.0,72.7,4.3,R64,6.0,2017
670,Marquette,BE,32,19,121.8,101.8,0.8881,57.5,52.2,17.3,18.3,27.1,29.2,31.0,35.7,52.7,50.6,42.9,36.8,71.5,0.6,R64,10.0,2017
671,Seton Hall,BE,33,21,108.9,95.6,0.8178,49.9,49.0,19.5,17.5,35.7,25.4,37.6,36.1,49.6,48.0,33.8,34.1,68.9,2.7,R64,9.0,2017
672,North Dakota,BSky,29,22,103.1,102.7,0.5112,53.4,50.7,18.3,19.6,26.0,27.8,36.1,39.7,51.4,50.0,38.7,34.8,72.5,-5.3,R64,15.0,2017
673,Winthrop,BSth,31,26,105.3,101.3,0.6106,53.5,46.7,17.8,18.6,26.3,28.4,38.2,34.5,50.9,45.9,37.9,32.1,72.3,-1.8,R64,13.0,2017
674,UC Davis,BW,34,23,97.4,100.8,0.4033,48.4,48.7,20.3,19.6,29.1,28.3,40.8,33.1,46.9,48.5,34.5,32.6,70.3,-7.5,R64,16.0,2017
675,UNC Wilmington,CAA,33,29,117.7,105.0,0.7881,55.0,53.2,13.9,20.1,32.5,28.5,30.8,39.6,55.7,54.2,36.1,34.0,71.5,1.5,R64,12.0,2017
676,Northern Kentucky,Horz,33,24,105.5,104.1,0.537,52.4,49.7,18.8,17.0,31.2,26.4,36.5,30.5,51.6,50.2,35.7,32.4,69.3,-4.9,R64,15.0,2017
677,Princeton,Ivy,29,23,107.6,95.4,0.7989,53.2,48.7,15.2,20.2,24.1,24.7,24.4,32.0,50.5,46.9,37.6,34.5,64.2,-0.4,R64,12.0,2017
678,Iona,MAAC,35,22,109.3,106.0,0.5879,53.4,50.0,16.5,18.0,27.0,32.1,31.0,33.4,49.3,47.7,39.7,36.1,71.7,-5.8,R64,14.0,2017
679,Kent St.,MAC,35,22,104.1,102.9,0.5322,48.2,50.1,17.9,19.0,38.1,29.8,32.5,34.3,48.5,48.5,31.7,35.3,69.5,-7.2,R64,14.0,2017
680,Nevada,MWC,35,28,113.7,100.7,0.8021,52.5,48.3,15.5,15.9,30.4,26.3,41.3,28.2,49.2,49.3,38.2,31.0,71.0,1.7,R64,12.0,2017
681,Mount St. Mary's,NEC,36,20,98.9,101.8,0.4155,51.0,49.9,19.2,21.7,23.1,34.8,32.4,32.6,49.4,49.5,35.8,34.1,68.3,-7.9,R64,16.0,2017
682,Jacksonville St.,OVC,33,20,104.4,104.2,0.5054,52.6,49.4,20.7,16.6,31.2,28.5,33.4,34.4,50.8,45.1,37.2,37.8,65.0,-8.0,R64,15.0,2017
683,Bucknell,Pat,35,26,108.3,99.1,0.7352,55.3,48.0,18.9,19.7,26.8,27.9,37.2,33.1,54.3,46.5,37.9,34.2,71.4,-2.1,R64,13.0,2017
684,Troy,SB,35,22,108.8,106.6,0.5596,51.6,50.1,17.8,17.6,30.8,29.8,40.1,32.8,50.9,49.5,35.1,34.1,69.4,-8.1,R64,15.0,2017
685,East Tennessee St.,SC,33,27,107.3,97.1,0.7595,55.8,48.7,20.8,22.0,30.1,27.4,42.8,38.2,55.0,45.7,38.2,35.4,71.5,-0.7,R64,13.0,2017
686,Vanderbilt,SEC,35,19,112.5,93.8,0.8898,52.1,48.1,18.2,16.1,24.8,27.0,34.8,30.7,48.1,46.8,37.6,33.8,67.0,0.1,R64,9.0,2017
687,South Dakota St.,Sum,33,18,108.2,109.7,0.4612,53.2,53.8,18.4,16.2,27.1,28.9,39.9,27.1,52.7,52.4,35.8,36.9,68.5,-9.8,R64,16.0,2017
688,Texas Southern,SWAC,35,23,100.6,106.5,0.3437,48.1,49.1,16.6,19.2,31.7,34.9,44.3,32.3,50.0,49.3,29.6,32.5,70.0,-4.4,R64,16.0,2017
689,New Mexico St.,WAC,31,28,109.4,102.5,0.6783,52.7,47.9,19.5,19.1,35.6,28.5,43.3,35.2,54.2,49.1,33.5,30.3,69.1,-0.2,R64,14.0,2017
690,Wake Forest,ACC,33,19,122.4,102.6,0.8831,54.1,52.7,16.4,16.2,30.7,27.7,40.7,38.0,52.1,52.1,38.5,35.8,72.0,1.3,R68,11.0,2017
691,Providence,BE,33,20,108.3,94.5,0.8278,51.4,49.6,18.4,20.3,26.4,28.6,38.1,30.5,49.1,49.9,37.1,32.8,67.6,0.6,R68,11.0,2017
692,North Carolina Central,MEAC,31,25,101.4,101.3,0.5043,51.3,45.3,17.8,19.8,31.6,31.2,34.2,28.0,52.7,46.1,32.7,29.2,68.0,-5.1,R68,16.0,2017
693,New Orleans,Slnd,29,20,99.6,101.2,0.4538,50.2,50.3,23.7,22.4,36.1,32.6,42.8,34.7,51.6,51.8,30.7,31.9,67.7,-6.3,R68,16.0,2017
694,Michigan,B10,38,26,123.3,97.6,0.9366,57.0,51.9,14.2,19.5,24.7,30.0,30.1,27.2,56.3,50.0,38.5,37.8,64.0,3.8,S16,7.0,2017
695,Purdue,B10,35,27,116.6,93.1,0.9297,55.7,47.7,18.3,16.6,30.8,24.4,33.3,22.9,52.7,46.6,40.3,33.2,70.4,5.6,S16,4.0,2017
696,Wisconsin,B10,37,27,114.5,92.0,0.9255,52.1,47.5,17.0,19.5,35.9,25.9,32.9,28.0,51.1,43.1,35.9,37.6,64.4,5.1,S16,8.0,2017
697,Baylor,B12,34,27,116.4,93.9,0.9226,52.5,46.1,20.6,17.1,39.8,29.4,33.9,30.1,52.2,45.0,35.3,32.2,65.1,7.9,S16,3.0,2017
698,West Virginia,B12,37,28,115.4,89.3,0.9498,51.3,48.8,17.0,27.6,37.9,31.9,38.9,42.5,49.8,46.5,36.2,35.3,72.2,6.4,S16,4.0,2017
699,Butler,BE,34,25,117.7,96.9,0.9038,54.6,50.8,15.0,19.6,27.2,27.0,37.1,37.0,54.5,51.3,36.6,33.3,67.2,5.5,S16,4.0,2017
700,Arizona,P12,37,32,117.6,95.6,0.9157,53.7,47.7,16.6,17.4,33.2,26.0,40.5,28.6,51.5,48.4,39.0,31.0,67.1,7.9,S16,2.0,2017
701,UCLA,P12,36,31,122.8,99.6,0.9175,59.8,48.7,15.1,15.8,29.1,28.6,26.8,25.4,59.1,45.3,40.6,36.5,74.6,6.6,S16,3.0,2017
702,Michigan,B10,40,33,114.4,90.4,0.9375,53.9,47.7,14.0,19.5,25.5,24.9,30.7,30.0,54.7,46.8,35.2,33.2,65.9,6.9,2ND,3.0,2018
703,Villanova,BE,40,36,128.4,94.1,0.9725,59.5,48.5,15.0,18.2,29.6,27.1,29.4,26.7,59.0,49.0,40.1,31.7,69.6,10.6,Champions,1.0,2018
704,Duke,ACC,37,29,122.3,92.9,0.9592,55.9,46.4,17.5,17.3,38.8,30.0,34.6,22.3,56.0,45.4,37.2,32.0,70.9,6.6,E8,2.0,2018
705,Florida St.,ACC,35,23,113.2,96.4,0.8631,53.2,48.4,17.8,19.4,32.3,29.8,37.0,32.4,53.6,45.4,35.0,35.5,72.5,0.9,E8,9.0,2018
706,Kansas St.,B12,37,25,109.6,93.7,0.8584,52.6,49.1,17.2,21.6,25.9,31.9,33.8,36.8,53.4,48.9,34.1,33.0,66.5,2.5,E8,9.0,2018
707,Texas Tech,B12,37,27,112.7,91.5,0.917,52.0,46.4,17.8,21.7,32.9,28.7,39.3,38.0,51.1,45.1,35.9,32.3,67.6,4.7,E8,3.0,2018
708,Kansas,B12,39,31,122.1,96.4,0.9385,57.5,49.1,16.6,18.2,29.4,31.2,27.0,24.6,55.6,48.6,40.1,33.3,69.9,8.2,F4,1.0,2018
709,Loyola Chicago,MVC,37,32,110.5,95.4,0.8444,57.7,47.4,19.1,19.4,22.1,25.9,32.2,25.2,56.6,47.1,39.8,32.0,66.4,2.0,F4,11.0,2018
710,Dayton,A10,31,14,108.3,106.8,0.5405,55.5,54.4,20.2,18.4,25.8,27.5,31.8,29.2,59.5,52.5,33.7,38.3,67.2,-9.6,,,2018
711,Duquesne,A10,32,16,104.8,106.8,0.4469,49.7,50.8,17.6,18.4,33.0,28.9,35.4,36.4,47.8,51.0,35.0,33.5,67.3,-11.0,,,2018
712,Fordham,A10,31,9,94.1,104.9,0.2223,47.9,52.3,18.5,21.1,18.8,32.8,26.9,30.4,52.1,52.1,28.8,35.1,67.2,-14.9,,,2018
713,George Mason,A10,33,16,101.4,105.6,0.3854,49.1,52.1,18.2,16.1,27.9,26.7,31.8,30.8,49.1,51.5,32.6,35.3,70.1,-9.8,,,2018
714,George Washington,A10,33,15,103.9,104.1,0.4952,49.5,51.4,19.2,17.1,31.7,30.0,28.9,28.1,50.2,50.3,32.1,35.7,66.8,-9.7,,,2018
715,La Salle,A10,32,13,104.6,101.6,0.5849,49.0,51.7,16.5,17.5,25.5,25.4,31.0,33.8,48.8,48.8,32.9,38.1,70.1,-11.1,,,2018
716,Massachusetts,A10,33,13,106.4,109.6,0.4157,52.5,51.5,18.6,16.5,27.2,29.7,25.1,33.2,47.9,51.2,40.0,34.7,67.6,-12.8,,,2018
717,Richmond,A10,32,12,107.1,108.0,0.4755,52.1,55.4,16.9,19.0,23.4,28.3,29.7,31.4,53.2,55.3,33.4,37.2,69.1,-11.4,,,2018
718,Saint Joseph's,A10,32,16,104.5,99.9,0.628,48.8,49.6,13.9,16.2,23.5,24.5,34.6,24.6,47.7,48.9,33.7,33.7,71.6,-8.1,,,2018
719,Saint Louis,A10,32,17,101.3,99.3,0.5572,47.1,49.3,19.5,18.3,33.8,27.0,45.8,35.1,46.6,47.7,32.0,34.8,65.3,-7.9,,,2018
720,VCU,A10,33,18,105.5,102.7,0.5788,52.6,51.5,18.7,17.8,29.0,27.0,28.1,29.4,52.4,50.9,35.2,35.1,72.0,-7.0,,,2018
721,Boston College,ACC,35,19,112.6,102.8,0.7399,52.1,51.8,18.2,17.6,30.1,26.0,30.7,27.1,51.1,50.1,35.9,36.1,70.9,-1.9,,,2018
722,Georgia Tech,ACC,32,13,103.4,98.5,0.6385,46.9,49.2,19.2,18.9,30.8,30.6,34.8,31.8,46.6,45.4,31.8,37.9,67.0,-6.7,,,2018
723,Louisville,ACC,36,22,112.0,96.4,0.8486,51.8,47.0,16.7,18.9,28.6,31.4,31.9,29.3,49.7,45.8,37.1,32.9,70.6,0.5,,,2018
724,Notre Dame,ACC,35,21,114.1,99.4,0.8305,51.1,49.3,14.7,16.4,31.1,28.8,31.0,22.6,49.6,47.0,35.6,35.4,66.7,-0.7,,,2018
725,Pittsburgh,ACC,32,8,98.2,103.3,0.3571,48.2,50.1,20.9,16.6,22.7,34.8,31.9,31.3,47.8,50.1,32.5,33.4,66.5,-10.9,,,2018
726,Wake Forest,ACC,31,11,110.4,101.6,0.7242,50.5,51.5,18.8,17.5,30.5,27.7,31.9,39.0,47.4,48.1,37.4,37.7,70.7,-7.9,,,2018
727,Albany,AE,31,22,106.1,104.8,0.5371,50.5,50.6,17.5,17.0,34.6,24.3,37.0,27.1,48.7,51.6,36.8,32.6,67.4,-6.0,,,2018
728,Binghamton,AE,29,11,96.1,108.2,0.203,49.7,51.6,18.3,17.0,25.9,26.7,30.0,32.4,48.1,48.2,34.8,38.7,67.4,-16.0,,,2018
729,Hartford,AE,32,19,101.8,107.0,0.3602,52.7,51.1,18.1,18.1,24.9,28.5,31.2,33.4,53.6,50.8,34.4,34.4,67.7,-9.0,,,2018
730,Maine,AE,30,6,91.0,107.2,0.1328,46.0,51.4,21.8,18.1,25.5,30.7,29.2,36.7,47.1,51.3,29.6,34.4,72.2,-20.2,,,2018
731,New Hampshire,AE,29,10,98.0,107.0,0.2671,46.3,50.8,17.4,13.7,28.4,21.4,30.5,41.5,44.3,50.6,32.6,34.1,66.7,-16.0,,,2018
732,Stony Brook,AE,31,13,96.1,100.9,0.3652,47.9,50.5,20.0,20.8,30.5,28.2,32.0,41.8,47.5,49.1,32.2,35.3,69.6,-12.7,,,2018
733,UMass Lowell,AE,29,12,103.5,113.7,0.2528,52.1,55.4,18.7,20.3,26.3,32.5,39.2,33.5,52.4,55.0,34.4,37.5,72.6,-14.1,,,2018
734,Vermont,AE,34,27,110.7,103.8,0.6759,55.9,50.6,16.9,16.8,26.0,22.6,41.8,25.0,53.8,49.9,39.9,34.6,65.2,-0.9,,,2018
735,Connecticut,Amer,32,14,104.1,105.8,0.4549,47.5,51.1,18.5,18.3,29.4,32.7,32.4,33.9,46.6,48.5,32.6,36.4,68.1,-7.0,,,2018
736,East Carolina,Amer,30,10,96.2,108.7,0.1968,48.3,51.5,20.6,17.3,27.8,32.5,28.7,31.1,49.6,50.6,30.5,35.3,70.1,-13.5,,,2018
737,Memphis,Amer,34,21,107.6,106.0,0.5439,50.7,50.8,20.4,18.9,35.1,33.7,43.6,32.4,52.3,47.6,31.7,37.0,67.4,-4.4,,,2018
738,SMU,Amer,33,17,107.6,99.8,0.7041,52.0,49.5,18.0,21.7,32.7,31.7,30.5,30.6,48.7,48.6,37.9,33.8,65.4,-6.3,,,2018
739,South Florida,Amer,32,10,98.9,107.6,0.2749,48.0,51.1,21.4,16.5,28.8,30.6,33.1,32.6,44.8,52.0,36.1,33.0,65.8,-14.9,,,2018
740,Temple,Amer,33,17,107.4,99.3,0.7113,49.3,49.8,15.9,18.7,27.7,32.4,25.6,31.5,47.2,50.5,35.0,32.4,68.4,-3.3,,,2018
741,Tulane,Amer,31,14,105.4,106.2,0.4774,51.5,50.5,18.8,17.2,27.5,30.0,34.5,34.6,50.9,49.8,35.0,34.5,70.3,-8.7,,,2018
742,Tulsa,Amer,31,19,108.5,101.4,0.6853,50.7,49.5,18.6,17.9,32.0,29.6,41.6,25.3,49.7,47.9,34.7,34.4,68.8,-4.1,,,2018
743,UCF,Amer,32,19,97.4,93.5,0.6165,47.8,45.7,20.7,18.9,28.5,28.6,43.1,26.2,47.1,43.7,32.9,33.1,65.8,-3.4,,,2018
744,Florida Gulf Coast,ASun,32,23,105.8,103.2,0.5707,55.3,49.9,19.5,18.9,31.3,26.7,33.4,35.1,54.9,49.2,37.3,34.0,72.2,-6.4,,,2018
745,Jacksonville,ASun,29,15,93.6,107.9,0.1636,49.0,51.9,19.2,17.8,25.9,29.7,30.0,28.4,48.8,53.3,33.0,33.0,69.7,-13.1,,,2018
746,Kennesaw St.,ASun,28,10,98.3,111.9,0.1845,49.4,54.2,19.2,18.8,29.6,33.6,35.0,32.9,47.5,56.8,36.9,32.8,69.5,-14.5,,,2018
747,NJIT,ASun,28,14,99.1,105.0,0.341,49.8,53.0,18.5,20.3,30.0,28.6,32.9,33.7,48.1,51.9,35.3,36.9,68.4,-11.5,,,2018
748,North Florida,ASun,30,14,107.1,117.9,0.2496,53.6,54.0,19.3,13.7,25.0,35.0,27.7,23.5,51.5,54.3,37.5,35.4,75.1,-10.9,,,2018
